keyword,match_type,ad_group,keyword_state,serving_state,historical_urls,normalized_urls,url_statuses,url_conflict,intent_class,macroarea,familia,intent_theme,classification_method,classification_confidence,impressions_max,clicks_max,conversions_max,source_rows
"""regalo corporativo original""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalo dia del padre""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalo empresarial""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalo papa""",Concordancia de frase,Promocionales,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalo promocional personalizado""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalo publicitarios""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos clientes""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos con publicidad""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos coorporativos""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos corporativo""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos corporativos""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos corporativos empresas""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos corporativos gourmet""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos corporativos originales""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos corporativos para empresas""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos corporativos personalizados""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos corporativos santiago""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos creativos para clientes""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos de empresa baratos""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos de empresas a clientes""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos de promocion""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos de publicidad para empresas""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos dia del padre empresa""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Regalos ecológicos""",Concordancia de frase,Promocionales,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos empresa baratos""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos empresa personalizados""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Regalos empresariales""",Concordancia de frase,Promocionales,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos empresariales novedosos""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos empresariales originales""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos empresariales personalizados""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos empresariales premium""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Regalos impresos""",Concordancia de frase,Promocionales,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos institucionales""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos marketing""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos para clientes""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos para clientes en navidad""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos para clientes vip""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos para el dia""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos para el dia de los padres""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos para empresas""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos para empresas personalizados""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos para fin de año empresas""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos para promociones""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos personalizados chile""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos promocionales baratos""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos promocionales de empresa""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos promocionales ecologicos""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos promocionales empresa""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos promocionales originales""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos promocionales para empresas""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos promocionales personalizados""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos promocionales por mayor""",Concordancia de frase,Promocionales,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos promociones""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos publicitarios baratos""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos publicitarios creativos""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos publicitarios economicos""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos publicitarios empresas""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos publicitarios novedosos""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos publicitarios online""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos publicitarios originales""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos publicitarios personalizados""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos publicitarios santiago""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos santiago""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos santiago chile""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos tecnologicos""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalospremium.cl""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""souvenir corporativo""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""tazas empresariales""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
"""tazas publicitarias""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
"""tazones promocionales""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
"""usb personalizado""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""usb personalizados""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""usb promocionales""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""venta articulos promocionales""",Concordancia de frase,Promocionales,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Promocionales,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""abanico brandeado""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Promocionales,Abanicos,,keyword→objeto,HIGH,0,0,0.0,1
"""abanico con logo""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Promocionales,Abanicos,,keyword→objeto,HIGH,0,0,0.0,1
"""abanico publicitario""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Promocionales,Abanicos,,keyword→objeto,HIGH,0,0,0.0,1
"""abanicos publicitarios""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,PRODUCTO,Promocionales,Abanicos,,keyword→objeto,HIGH,0,0,0.0,1
"""accesorios corporativos""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""accesorios personalizados""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""accesorios publicitarios""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""accesorios vino""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Accesorios de Vino,,keyword→objeto,HIGH,0,0,0.0,1
"""agencia de marketing""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""agencia de marketing y publicidad""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""agencia de publicidad digital""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""agencia digital""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""agencia marketing""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""agencias de marketing""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""agenda ecologica""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""agendas ecologicas""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""agendas ecologicas personalizadas""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""anuncios publicitario""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""artículo promocional""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""articulo publicitario""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""articulo.mercadolibre.cl""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""articulos corporativos""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""articulos corporativos publicitarios""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""artículos de escritorio""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""articulos de merchandising""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""articulos de promocion""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""articulos de publicidad""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""artículos de publicidad""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""articulos de publicidad economicos""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""articulos de publicidad para empresas""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Articulos de Publicidad Santiago""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""articulos de regalo""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""articulos de regalo originales""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""articulos de regalo personalizados""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://www.regalospremium.cl/,https://regalospremium.cl/,WWW_VARIANT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""articulos de sublimacion""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""articulos de terraza""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""artículos escolares""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""articulos escolares""",Concordancia de frase,Regalos Publicitarios,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Regalos corporativos,fallback grupo histórico,MEDIUM,0,0,0.0,1
